Entry,Finishing Position,EE1,EE2,EE3,EE4,EE5,EE6,EE7,EE8,FinalFour1,FinalFour2,FinalFour3,FinalFour4,Finalist1,Finalist2,Champ
Todd's Wife,3
Team ODB,3
YOU ARE UG-LY,3,1 Duke,2 Michigan State,1 Gonzaga,3 Texas Tech,1 Virginia,3 Purdue,5 Auburn,2 Kentucky, , , , , , , 
augdiggity,3,1 Duke,2 Michigan State,1 Gonzaga,3 Texas Tech,1 Virginia,3 Purdue,5 Auburn,2 Kentucky,1 Duke,1 Gonzaga, ,5 Auburn,1 Duke, , 
FeelingLucky2019,3
All the Fish,3
Sanjita Mamacita,3
The Furst,3
Jeff Miller,3,1 Duke,2 Michigan State,1 Gonzaga,3 Texas Tech,1 Virginia,3 Purdue,5 Auburn,2 Kentucky,2 Michigan State,1 Gonzaga,1 Virginia, ,1 Gonzaga,1 Virginia,1 Virginia
javiiiiii,3
BMahoney,3
DLee's Bracket,3
Feirman 3,3
Boom Boom Room,3
Uzo's Winner,3
Iron Lion Zion,3
MASNYC,3
The Devil Wears Nada,3
HailTheBison,3
Corner Pocket,3
BigJohn,3,1 Duke,2 Michigan State,1 Gonzaga,3 Texas Tech,1 Virginia,3 Purdue,5 Auburn,2 Kentucky, , , , , , , 
Corndog,3,1 Duke,2 Michigan State,1 Gonzaga,3 Texas Tech,1 Virginia,3 Purdue,5 Auburn,2 Kentucky, , ,1 Virginia, , , , 
THE CUSE IS LOOSE,3
George Barton,3
Nova 2 of 3,3
TheStable,3,1 Duke,2 Michigan State,1 Gonzaga,3 Texas Tech,1 Virginia,3 Purdue,5 Auburn,2 Kentucky,2 Michigan State,1 Gonzaga,1 Virginia,2 Kentucky,1 Gonzaga,2 Kentucky,2 Kentucky
Abrams,3
cuttin' down the nets,3,1 Duke,2 Michigan State,1 Gonzaga,3 Texas Tech,1 Virginia,3 Purdue,5 Auburn,2 Kentucky,2 Michigan State, , , ,2 Michigan State, , 
DSW Sneaker Blowout,3
Your Hero,3
Where is my money,3
Holden It Down.,3
Feirman 1,3,1 Duke,2 Michigan State,1 Gonzaga,3 Texas Tech,1 Virginia,3 Purdue,5 Auburn,2 Kentucky, , , , , , , 
Rui Gooey,3
riz1,3
Road to Zion,3,1 Duke,2 Michigan State,1 Gonzaga,3 Texas Tech,1 Virginia,3 Purdue,5 Auburn,2 Kentucky,1 Duke, , , ,1 Duke, , 
Self Defecating,3
Random morgy,3
TiGo,3
bos2,3.5
Beilein Or Bust,3.5
What the Hell,3.5
Shez1,3.5
Feirman 2,3.5
Sara wins!,3.5
PlayingBlind,3.5
Zion National Park,3.5
ThisonesforPnut,3.5
bos1,3.5
MiamiGotFucked,3.5
Banana,3.5
Larry's bracket,3.5
Kyle Wall,3.5
KathDog,3.5
Larry G,3.5
I think I'm dying here,3.5
Mrs.bos'bracket,3.5
Not a Bracket,3.5
Three Orange Whips,3.5
Operation Varsity Blues,3.5
NotAWinner,3.5
Anna E.,3.5
2PEAT,3.5
Brexitball,3.5
BuyUsAWinner,3.5
This Year Though...,3.5
wrinkled balls,3.5
Red Raider Quaker,3.5
Bet They Got S.C.M.O.D.S.,3.5
Bulldogs Arf 1,3.5,1 Duke,2 Michigan State,1 Gonzaga,3 Texas Tech,1 Virginia,3 Purdue,5 Auburn,2 Kentucky,2 Michigan State,3 Texas Tech,1 Virginia,2 Kentucky,3 Texas Tech,1 Virginia,3 Texas Tech
Tim Apple,3.5
LETS GO BU!,3.5
Danielle Iserlis,3.5
Go SUNY Tech,3.5
Ckillar1,3.5
Gimme the loot,3.5
gsuss,3.5
My Bracket Sucks,3.5
DLee's Wife's Mount Zion,3.5
Julie M,3.5
Dan G.,3.5
AS1's Pool,3.5
Gene's Picks,3.5,1 Duke,2 Michigan State,1 Gonzaga,3 Texas Tech,1 Virginia,3 Purdue,5 Auburn,2 Kentucky,1 Duke,3 Texas Tech,1 Virginia,2 Kentucky,3 Texas Tech,1 Virginia,3 Texas Tech
Yogi Bear,3.5
Shez 2,3.5
Corliss > Zion,3.5
west coast best coast,3.5
My Toddlers Picks,3.5
Sprinkles,3.5
PapaBias,3.5
Bulldogs Arf #2,3.5,1 Duke,2 Michigan State,1 Gonzaga,3 Texas Tech,1 Virginia,3 Purdue,5 Auburn,2 Kentucky,2 Michigan State,3 Texas Tech,1 Virginia,2 Kentucky,3 Texas Tech,1 Virginia,3 Texas Tech
Sydney's College Fund,3.5
qvollmert,3.5
uclakav,3.5
Geoffs winners,3.5
Sprague The Whisperer,3.5
Coach Kroojawoowski,3.5
Disco Pants and Haircuts,3.5
Team ODB2,3.5
cbirn,3.5
Skinnyjam,3.5
Dat Bracket Doe,3.5
Geoff pool 2,3.5
Eric M Entry,3.5
GoDucks,3.5
Todd's Wife,3.5
Team ODB,3.5
YOU ARE UG-LY,3.5
augdiggity,3.5
FeelingLucky2019,3.5
All the Fish,3.5
Sanjita Mamacita,3.5
The Furst,3.5
Jeff Miller,3.5
javiiiiii,3.5
BMahoney,3.5
DLee's Bracket,3.5
Feirman 3,3.5
Boom Boom Room,3.5
Uzo's Winner,3.5
Iron Lion Zion,3.5
MASNYC,3.5
The Devil Wears Nada,3.5
HailTheBison,3.5
Corner Pocket,3.5
BigJohn,3.5
Corndog,3.5
THE CUSE IS LOOSE,3.5
George Barton,3.5
Nova 2 of 3,3.5
TheStable,3.5
Abrams,3.5
cuttin' down the nets,3.5,1 Duke,2 Michigan State,1 Gonzaga,3 Texas Tech,1 Virginia,3 Purdue,5 Auburn,2 Kentucky,2 Michigan State,1 Gonzaga,3 Purdue,5 Auburn,1 Gonzaga, , 
DSW Sneaker Blowout,3.5
Your Hero,3.5
Where is my money,3.5
Holden It Down.,3.5
Feirman 1,3.5,1 Duke,2 Michigan State,1 Gonzaga,3 Texas Tech,1 Virginia,3 Purdue,5 Auburn,2 Kentucky,1 Duke,3 Texas Tech,1 Virginia,2 Kentucky,3 Texas Tech,1 Virginia,3 Texas Tech
